ID	Hexagon_index	Cluster_base
D31884_at	167	2
D31885_at	176	3
D31888_at	145	12
D31890_at	222	3
D31891_at	67	3
D32001_at	40	2
D32050_at	280	3
D38037_at	247	10
D38047_at	171	1
D38048_at	175	3
D38076_at	131	3
D38145_at	53	4
D38305_at	243	11
D38521_at	320	5
D38524_at	296	11
D38535_at	8	2
D38548_at	67	3
D38549_at	288	7
D38550_at	181	6
D38551_at	178	3
D38552_at	298	11
D38555_at	190	11
D38583_at	305	10
D42041_at	124	2
D42043_at	277	3
D42053_at	189	12
D42054_at	298	11
D42084_at	142	8
D42085_at	60	2
D42087_at	191	11
D43636_at	146	12
D43642_at	128	1
D43767_at	150	13
D43947_at	298	11
D43948_at	294	8
D43949_at	20	2
D43950_at	292	8
D43951_at	286	6
D44466_at	191	11
D45248_at	277	3
D45370_at	149	10
D45371_at	205	5
D49396_at	242	11
D49410_at	59	2
D49489_at	278	3
D49490_at	6	4
D49738_at	175	3
D49817_at	255	9
D49818_at	198	13
D50495_at	245	10
D50525_at	71	7
D50663_at	184	7
D50683_at	297	11
D50692_at	242	11
D50840_at	146	12
D50857_at	77	13
D50863_at	244	10
D50911_at	89	2
D50912_at	72	7
D50913_at	293	8
D50914_at	241	11
D50915_at	76	13
D50916_at	299	11
D50917_at	320	5
D50918_at	282	6
D50920_at	145	12
D50926_at	107	12
D50927_at	240	11
D50928_at	199	13
D50930_at	68	6
D55640_at	85	5
D55654_at	277	3
D55716_at	131	3
D61380_at	276	1
D61391_at	300	10
D63160_at	30	4
D63391_at	193	10
D63475_at	175	3
D63476_at	224	3
D63481_at	19	5
D63486_at	70	7
D63487_at	6	4
D63506_at	141	7
D63813_at	246	10
D63851_at	159	5
D63874_at	272	1
D63875_at	189	12
D63876_at	60	2
D63877_at	56	5
D63878_at	174	3
D63879_at	242	11
D63880_at	293	8
D63881_at	285	6
D63998_at	250	13
D64109_at	301	10
D64110_at	318	5
D64142_at	272	1
D64158_at	75	12
D67029_at	146	12
D78012_at	10	5
D78129_at	54	4
D78134_at	221	1
D78275_at	186	8
D78335_at	194	10
D78361_at	272	1
D78586_at	296	11
D78611_at	79	13
D79986_at	222	3
D79990_at	233	7
D79992_at	46	7
D79993_at	140	7
D79994_at	150	13
D79996_at	176	3
D79999_at	95	2
D80001_at	300	10
D80003_at	299	11
D80004_at	72	7
D80005_at	284	6
D80006_at	284	6
D80007_at	75	12
D80008_at	192	11
D80009_at	242	11
D80010_at	300	10
D80012_at	286	6
D82061_at	74	12
D82070_at	4	4
D82345_at	189	12
D82348_at	226	3
D83004_at	180	6
D83032_at	296	11
D83243_at	31	4
D83542_at	38	2
D83597_at	147	11
D83657_at	304	10
D83703_at	77	13
D83735_at	314	9
D83776_at	296	11
D83777_at	303	10
D83780_at	152	13
D83783_at	296	11
D83784_at	153	13
D83785_at	294	8
D83920_at	313	9
D84110_at	79	13
D84239_at	194	10
D84276_at	300	10
D84294_at	283	6
D84307_at	6	4
D84557_at	175	3
D85245_at	36	2
D85429_at	282	6
D85527_at	19	5
D85758_at	223	3
D85815_at	23	5
D85939_at	247	10
D86479_at	94	2
D86549_at	192	11
D86956_at	242	11
D86961_at	301	10
D86962_at	287	6
D86964_at	104	7
D86967_at	277	3
D86970_at	291	8
D86971_at	299	11
D86972_at	143	8
D86973_at	238	8
D86976_at	279	3
D86978_at	237	8
D86979_at	60	2
D86983_at	23	5
D86985_at	243	11
D87023_cds2_at	34	5
D87071_at	108	12
D87073_at	31	4
D87074_at	300	10
D87075_at	192	11
D87076_at	292	8
D87078_at	293	8
D87116_at	322	5
D87119_at	189	12
D87120_at	301	10
D87292_at	289	8
D87433_at	311	9
D87434_at	201	4
D87435_at	85	5
D87436_at	299	11
D87438_at	18	5
D87442_at	166	2
D87445_at	78	13
D87446_at	297	11
D87447_at	191	11
D87448_at	300	10
D87450_at	240	11
D87451_at	216	2
D87452_at	185	8
D87453_at	293	8
D87455_at	295	8
D87459_at	301	10
D87460_at	61	2
D87462_at	65	2
D87464_at	192	11
D87465_at	109	13
D87466_at	240	11
D87469_at	50	13
D87673_at	40	2
D87684_at	230	6
D87937_at	146	12
D87953_at	216	2
D87969_at	298	11
D88270_at	290	8
D88422_at	312	9
D88613_at	4	4
D89016_at	90	2
D89052_at	265	2
D89077_at	74	12
D89667_at	330	1
D90084_at	163	5
D90086_at	97	3
D90209_at	274	1
D90224_at	301	10
D90276_at	35	5
HG1078-HT1078_at	129	1
HG1102-HT1102_at	320	5
HG1112-HT1112_at	172	1
HG1153-HT1153_at	274	1
HG1205-HT1205_at	30	4
HG1612-HT1612_at	275	1
HG1614-HT1614_at	277	3
HG1649-HT1652_at	128	1
HG1804-HT1829_at	122	5
HG1862-HT1897_at	275	1
HG1869-HT1904_at	226	3
HG1872-HT1907_at	216	2
HG1879-HT1919_at	203	4
HG2036-HT2090_at	149	10
HG2059-HT2114_at	213	2
HG2167-HT2237_at	262	5
HG2247-HT2332_at	151	13
HG2264-HT2360_at	114	4
HG2274-HT2370_at	186	8
HG2279-HT2375_at	219	1
HG2290-HT2386_at	25	7
HG2320-HT2416_at	20	2
HG2325-HT2421_at	38	2
HG2415-HT2511_at	106	12
HG2463-HT2559_at	209	5
HG2480-HT2576_at	81	4
HG2525-HT2621_at	258	5
HG2602-HT2698_at	195	10
HG2715-HT2811_at	39	2
HG2724-HT2820_at	307	13
HG2788-HT2896_at	328	2
HG2810-HT2921_at	309	13
HG2825-HT2949_at	298	11
HG2855-HT2995_at	277	3
HG2874-HT3018_at	180	6
HG2992-HT5186_at	109	13
HG3039-HT3200_at	169	2
HG3088-HT3263_at	300	10
HG3162-HT3339_at	39	2
HG3175-HT3352_at	28	4
HG3227-HT3404_at	78	13
HG3231-HT3408_at	150	13
HG3286-HT3463_at	108	12
HG3344-HT3521_at	251	13
HG3355-HT3532_at	92	2
HG3454-HT3647_at	205	5
HG3492-HT3686_at	128	1
HG3494-HT3688_at	313	9
HG3495-HT3689_at	303	10
HG3514-HT3708_at	331	1
HG3521-HT3715_at	214	2
HG3548-HT3749_at	192	11
HG3578-HT3781_at	23	5
HG3627-HT3836_at	111	13
HG363-HT363_at	9	2
HG3740-HT4010_at	82	4
HG3748-HT4018_at	298	11
HG3934-HT4204_at	75	12
HG3936-HT4206_at	51	13
HG3987-HT4257_at	148	11
HG3995-HT4265_at	39	2
HG4018-HT4288_at	201	4
HG4036-HT4306_at	93	2
HG4068-HT4338_at	76	13
HG4073-HT4343_at	135	3
HG4074-HT4344_at	237	8
HG4126-HT4396_at	301	10
HG4167-HT4437_at	55	4
HG4178-HT4448_at	195	10
HG4243-HT4513_at	80	4
HG4263-HT4533_at	302	10
HG4297-HT4567_at	175	3
HG4460-HT4729_at	245	10
HG4582-HT4987_at	298	11
HG4606-HT5011_at	56	5
HG4638-HT5050_at	194	10
HG4660-HT5073_at	4	4
HG4662-HT5075_at	303	10
HG4716-HT5158_at	229	6
HG4749-HT5197_at	194	10
HG511-HT511_at	190	11
HG620-HT620_at	323	5
HG830-HT830_at	9	2
HG846-HT846_at	43	5
HG908-HT908_at	16	4
HG919-HT919_at	26	7
HG987-HT987_at	324	5
J00073_at	21	2
J00306_at	1	5
J02645_at	240	11
J02902_at	171	1
J02906_at	91	2
J02923_at	328	2
J02973_rna1_at	303	10
J03040_at	303	10
J03069_rna1_at	128	1
J03161_at	60	2
J03191_at	272	1
J03278_at	85	5
J03459_at	174	3
J03473_at	279	3
J03589_at	299	11
J03600_at	183	7
J03764_at	5	4
J03779_at	170	1
J03798_at	242	11
J03890_rna1_at	196	10
J03909_at	325	2
J03925_at	247	10
J04027_at	311	9
J04058_at	243	11
J04088_at	294	8
J04101_at	194	10
J04102_at	264	5
J04111_at	31	4
J04132_at	149	10
J04162_at	150	13
J04164_at	278	3
J04173_at	275	1
J04444_at	298	11
J04456_at	327	2
J04501_at	77	13
J04543_at	320	5
J04599_at	40	2
J04605_at	49	13
J04611_at	176	3
J04615_at	281	3
J04794_at	278	3
J04809_rna1_at	13	4
J04823_rna1_at	219	1
J04948_at	86	5
J04973_at	178	3
J04990_at	326	2
J05032_at	296	11
J05243_at	282	6
J05257_at	152	13
J05272_at	63	2
J05500_at	157	4
J05614_at	171	1
K01396_at	314	9
K01911_at	290	8
K02545_cds2_at	302	10
K02574_at	216	2
K03195_at	166	2
K03430_at	32	4
K03460_at	168	2
K03515_at	171	1
L00352_at	310	9
L00635_at	6	4
L01087_at	194	10
L01664_at	303	10
L02867_at	247	10
L02950_at	301	10
L03532_at	222	3
L04490_at	188	8
L04733_at	296	11
L04953_at	28	4
L05148_at	281	3
L05424_cds2_at	304	10
L05425_at	243	11
L05512_at	150	13
L05779_at	12	4
L06132_at	277	3
L06175_at	301	10
L06419_at	303	10
L06633_at	304	10
L06845_at	299	11
L07044_at	301	10
L07493_at	147	11
L07548_at	106	12
L07597_at	298	11
L07633_at	274	1
L07758_at	236	8
L07765_at	200	4
L07956_at	298	11
L08069_at	177	3
L08187_at	39	2
L08246_at	328	2
L09260_at	179	6
L09604_at	330	1
L09708_at	248	10
L10284_at	274	1
L10373_at	27	4
L10378_at	87	5
L10838_at	171	1
L10910_at	230	6
L11239_at	304	10
L11285_at	133	3
L11329_at	246	10
L11370_at	62	2
L11373_at	131	3
L11669_at	324	5
L12535_at	107	12
L13203_at	36	2
L13210_at	320	5
L13391_at	197	13
L13434_at	35	5
L13436_at	112	13
L13689_at	181	6
L13738_at	263	5
L13761_rna1_at	104	7
L13800_at	299	11
L13848_at	135	3
L13852_at	172	1
L13923_at	51	13
L13972_at	88	2
L14076_at	134	3
L14565_at	148	11
L14754_at	206	5
L14837_at	301	10
L15409_at	73	7
L15702_at	92	2
L16464_at	51	13
L16842_at	134	3
L16862_at	63	2
L16896_at	301	10
L16991_at	148	11
L17131_rna1_at	331	1
L17327_at	28	4
L19067_at	90	2
L19161_at	107	12
L19183_at	192	11
L19267_at	42	2
L19314_at	77	13
L19437_at	329	1
L19605_at	172	1
L19686_rna1_at	275	1
L19711_at	245	10
L19779_at	331	1
L19871_at	307	13
L19872_at	304	10
L20010_at	223	3
L20298_at	278	3
L20316_at	92	2
L20815_at	205	5
L20941_at	331	1
L20971_at	233	7
L21893_at	119	5
L21936_at	286	6
L21954_at	325	2
L22075_at	306	10
L22214_at	14	4
L22342_at	64	2
L24559_at	62	2
L24564_at	303	10
L24783_at	284	6
L24804_at	97	3
L25081_at	18	5
L25085_at	175	3
L25270_at	301	10
L25444_at	108	12
L25851_at	284	6
L25876_at	44	7
L26247_at	272	1
L26494_at	28	4
L27560_at	302	10
L27706_at	285	6
L27841_at	135	3
L27943_at	168	2
L28010_at	280	3
L28175_at	246	10
L28821_at	305	10
L29008_at	143	8
L29218_at	102	7
L29277_at	164	2
L31584_at	56	5
L31801_at	64	2
L32866_at	303	10
L32976_at	192	11
L32977_at	222	3
L33243_at	110	13
L33842_rna1_at	276	1
L34059_at	50	13
L34060_at	117	4
L34587_at	176	3
L34657_at	196	10
L35035_at	147	11
L35240_at	197	13
L35269_at	151	13
L35475_at	21	2
L36463_at	251	13
L36531_at	2	5
L36645_at	301	10
L36720_at	301	10
L36818_at	102	7
L36922_at	41	2
L36983_at	298	11
L37033_at	216	2
L37042_at	208	5
L37043_at	60	2
L37127_at	283	6
L37792_at	119	5
L37936_at	105	7
L38486_at	2	5
L38487_at	192	11
L38616_at	73	7
L38696_at	96	3
L38810_at	178	3
L38935_at	13	4
L38951_at	283	6
L38961_at	299	11
L39059_at	243	11
L39874_at	132	3
L40027_at	175	3
L40357_at	284	6
L40387_at	203	4
L40391_at	280	3
L40392_at	137	6
L40395_at	103	7
L40410_at	285	6
L40586_at	247	10
L40904_at	307	13
L41067_at	294	8
L41690_at	71	7
L41870_at	297	11
L41887_rna1_at	296	11
L41919_rna1_at	247	10
L42324_at	15	4
L42354_at	198	13
L42373_at	89	2
L42379_at	323	5
L42451_at	102	7
L42542_at	286	6
L42563_at	53	4
L42572_at	237	8
L42621_at	2	5
L43631_at	177	3
L47345_at	52	4
L47738_at	282	6
L48546_at	182	6
L49169_at	329	1
L76159_at	187	8
L76200_at	174	3
L76224_at	2	5
L76380_at	51	13
L76465_at	302	10
L76702_at	239	8
L76703_at	189	12
L77213_at	79	13
L77561_at	158	5
L77701_at	303	10
L77886_at	193	10
L78440_at	207	5
M10612_at	309	13
M10901_at	287	6
M11119_at	93	2
M11147_at	272	1
M11186_at	246	10
M11717_rna1_at	141	7
M11722_at	279	3
M11726_at	29	4
M12174_at	121	5
M12759_at	153	13
M12886_at	282	6
M13194_at	135	3
M13241_at	303	10
M13755_at	87	5
M13792_at	274	1
M13903_at	197	13
M13934_cds2_at	272	1
M13955_at	198	13
M14016_at	17	5
M14058_at	151	13
M14158_cds4_at	154	4
M14200_rna1_at	225	3
M14219_at	191	11
M14539_at	191	11
M14636_at	304	10
M14660_at	305	10
M14676_at	130	3
M15059_at	205	5
M15182_at	174	3
M15205_at	167	2
M15661_at	174	3
M15796_at	237	8
M15841_at	187	8
M15990_at	113	13
M16038_at	324	5
M16279_at	274	1
M16405_at	119	5
M16424_at	246	10
M18737_rna1_at	287	6
M19159_at	63	2
M19483_at	219	1
M19507_at	323	5
M19645_at	268	2
M19722_at	268	2
M19961_at	223	3
M19989_cds2_at	191	11
M20471_at	223	3
M20681_at	322	5
M20902_at	16	4
M21005_at	313	9
M21121_at	310	9
M21154_at	208	5
M21186_at	331	1
M21259_at	275	1
M21551_rna1_at	252	13
M21574_at	300	10
M21624_at	149	10
M21904_at	314	9
M21984_at	302	10
M21985_at	78	13
M22324_at	307	13
M22382_at	275	1
M22430_at	151	13
M22489_at	302	10
M22538_at	174	3
M22632_at	243	11
M22638_at	184	7
M22760_at	223	3
M22877_at	143	8
M22898_at	292	8
M22919_rna2_at	319	5
M22960_at	324	5
M22976_at	71	7
M22995_at	107	12
M23114_at	106	12
M23161_at	189	12
M23197_at	310	9
M23254_at	213	2
M23294_at	146	12
M23379_at	298	11
M24248_at	127	2
M24398_at	245	10
M24439_at	259	5
M24470_at	6	4
M24594_at	306	10
M24899_at	301	10
M25077_at	305	10
M25269_at	13	4
M25280_at	327	2
M25809_at	200	4
M25897_at	305	10
M26576_cds2_at	82	4
M26602_at	305	10
M26880_at	272	1
M27161_at	149	10
M27819_at	307	13
M27826_at	300	10
M27891_at	313	9
M28209_at	320	5
M28713_at	124	2
M28825_at	14	4
M28826_at	149	10
M28827_at	302	10
M29064_at	277	3
M29273_at	111	13
M29474_at	299	11
M29536_at	224	3
M29696_at	279	3
M29877_at	140	7
M29927_at	307	13
M29971_at	299	11
M30185_at	246	10
M30818_at	15	4
M30894_at	315	9
M30938_at	279	3
M31013_at	275	1
M31166_at	305	10
M31303_rna1_at	274	1
M31328_at	8	2
M31627_at	330	1
M31642_at	177	3
M31994_at	156	4
M32011_at	152	13
M32053_at	195	10
M32313_at	141	7
M32315_at	164	2
M32334_at	99	3
M32886_at	146	12
M33195_at	313	9
M33308_at	210	5
M33336_at	280	3
M33518_at	137	6
M33521_at	131	3
M33552_at	326	2
M33680_at	273	1
M33764_at	219	1
M33882_at	307	13
M34041_at	250	13
M34175_at	61	2
M34181_at	296	11
M34344_at	193	10
M34423_at	108	12
M34455_at	116	4
M34539_at	226	3
M34667_at	33	5
M34668_at	298	11
M34677_at	73	7
M35128_at	79	13
M35531_at	77	13
M35878_at	79	13
M36067_at	76	13
M36089_at	122	5
M36341_at	89	2
M37033_at	219	1
M37104_at	176	3
M37245_at	159	5
M37435_at	203	4
M37583_at	275	1
M37766_at	224	3
M38591_at	315	9
M38690_at	290	8
M54992_at	298	11
M54995_at	306	10
M55067_at	211	5
M55150_at	214	2
M55265_at	121	5
M55268_at	38	2
M55531_at	183	7
M55593_at	8	2
M55671_at	31	4
M57567_at	134	3
M57609_at	77	13
M57710_at	312	9
M57763_at	253	9
M58028_at	171	1
M58285_at	130	3
M58378_cds1_at	11	5
M58459_at	281	3
M58603_at	211	5
M59465_at	216	2
M59807_at	171	1
M59815_at	21	2
M59820_at	305	10
M59829_at	151	13
M59830_at	152	13
M59911_at	152	13
M60091_at	1	5
M60165_cds1_at	19	5
M60278_at	242	11
M60298_at	305	10
M60527_at	296	11
M60721_at	233	7
M60752_at	192	11
M60830_at	107	12
M60922_at	88	2
M61199_at	249	13
M61764_at	304	10
M61906_at	147	11
M62302_at	196	10
M62324_at	16	4
M62762_at	269	2
M62783_at	55	4
M62810_at	301	10
M62831_at	271	1
M62994_at	296	11
M63138_at	330	1
M63167_at	165	2
M63175_at	208	5
M63180_at	230	6
M63262_at	163	5
M63379_at	315	9
M63573_at	145	12
M63582_at	37	2
M63589_at	305	10
M63904_at	173	3
M63928_at	193	10
M63959_at	267	2
M64098_at	135	3
M64108_at	205	5
M64174_at	33	5
M64590_at	300	10
M64595_at	99	3
M64673_at	104	7
M64925_at	167	2
M64929_at	107	12
M64934_at	15	4
M64992_at	175	3
M65066_at	150	13
M65085_at	195	10
M65217_at	47	7
M68520_at	142	8
M68864_at	291	8
M68891_at	157	4
M68941_at	110	13
M69023_at	295	8
M69039_at	176	3
M69043_at	330	1
M69066_at	272	1
M73047_at	298	11
M73547_at	296	11
M73720_at	155	4
M74002_at	222	3
M74089_at	193	10
M74099_at	49	13
M74491_at	172	1
M74524_at	296	11
M74719_at	288	7
M75099_at	98	3
M75126_at	125	2
M76378_at	259	5
M76424_at	49	13
M76766_at	320	5
M77142_at	299	11
M77698_at	284	6
M77836_at	36	2
M80244_at	166	2
M80254_at	306	10
M80333_at	58	5
M80335_at	238	8
M80359_at	300	10
M80563_at	327	2
M80629_at	161	5
M80647_at	246	10
M80899_at	257	5
M81057_at	115	4
M81601_at	222	3
M81758_at	204	4
M81780_cds5_at	70	7
M81830_at	85	5
M82809_at	114	4
M82882_at	180	6
M83088_at	96	3
M83181_at	2	5
M83221_at	213	2
M83233_at	298	11
M83751_at	284	6
M84349_at	304	10
M84526_at	312	9
M84739_at	330	1
M85169_at	237	8
M85247_at	85	5
M85276_at	45	7
M86400_at	272	1
M86546_at	21	2
M86667_at	275	1
M86707_at	75	12
M86737_at	96	3
M86752_at	292	8
M86852_at	193	10
M87339_at	188	8
M87434_at	56	5
M87503_at	169	2
M87860_at	303	10
M88108_at	221	1
M88279_at	130	3
M88282_at	243	11
M88458_at	140	7
M88468_at	171	1
M89957_at	290	8
M90299_at	9	2
M90656_at	16	4
M91029_cds2_at	89	2
M91036_rna1_at	323	5
M91083_at	23	5
M91196_at	304	10
M91432_at	283	6
M91438_at	322	5
M91585_at	89	2
M91592_at	34	5
M91670_at	165	2
M92287_at	275	1
M92303_at	8	2
M92357_at	305	10
M92439_at	240	11
M92449_at	81	4
M92934_at	289	8
M93056_at	264	5
M93107_at	86	5
M93221_at	302	10
M93283_at	22	2
M93405_at	41	2
M93426_at	302	10
M93718_at	93	2
M94250_at	289	8
M94345_at	327	2
M94362_at	95	2
M94556_at	225	3
M94630_at	220	1
M94633_at	298	11
M94856_at	225	3
M95178_at	309	13
M95549_at	158	5
M95610_at	208	5
M95623_cds1_at	7	5
M95678_at	216	2
M95712_at	24	5
M95787_at	196	10
M96326_rna1_at	326	2
M96803_at	130	3
M96859_at	31	4
M96982_at	275	1
M97287_at	130	3
M97815_at	4	4
M97856_at	133	3
M97925_rna1_at	120	5
M97936_at	305	10
M98045_at	290	8
M98539_at	8	2
M98776_rna1_at	8	2
M98833_at	296	11
M99063_at	152	13
M99701_at	37	2
S43646_at	84	5
S45630_at	154	4
S50223_at	239	8
S53911_at	168	2
S58733_at	152	13
S59049_at	152	13
S61953_at	195	10
S63912_at	34	5
S65583_rna1_at	22	2
S65738_at	318	5
S66431_at	241	11
S67070_at	43	5
S67325_at	107	12
S68616_at	38	2
S69115_at	139	7
S70609_at	15	4
S71824_at	14	4
S72008_at	223	3
S72487_at	156	4
S73591_at	273	1
S74017_at	107	12
S74221_at	286	6
S74445_at	13	4
S75168_rna1_at	123	2
S75463_at	222	3
S76617_at	297	11
S76965_at	149	10
S76992_at	5	4
S77356_at	270	1
S77576_at	80	4
S77763_at	16	4
S77812_at	2	5
S78085_at	13	4
S78187_at	44	7
S78296_at	53	4
S79639_at	54	4
S80335_at	247	10
S81003_at	133	3
S81439_at	79	13
S81914_at	306	10
S82470_at	215	2
S83364_at	319	5
S85655_at	190	11
S87759_at	16	4
S90469_at	34	5
U00115_at	248	10
U00672_at	248	10
U00921_at	105	7
U00943_at	54	4
U00952_at	66	3
U00968_at	214	2
U01038_at	62	2
U01147_at	48	12
U01212_at	126	2
U01317_cds6_at	307	13
U01824_at	14	4
U01923_at	185	8
U02020_at	312	9
U02031_at	194	10
U02081_at	248	10
U02310_at	112	13
U02493_at	273	1
U02556_at	141	7
U02570_at	94	2
U02619_at	42	2
U02687_at	297	11
U03057_at	328	2
U03090_at	305	10
U03105_at	231	6
U03270_at	158	5
U03272_at	153	13
U03398_at	10	5
U03642_at	64	2
U03851_at	185	8
U03891_at	251	13
U04811_at	28	4
U04898_at	302	10
U05237_at	281	3
U05259_rna1_at	278	3
U05340_at	285	6
U05659_at	168	2
U05875_at	207	5
U06088_at	192	11
U06631_at	138	6
U06681_at	200	4
U06863_at	114	4
U07132_at	168	2
U07158_at	209	5
U07223_at	28	4
U07358_at	13	4
U07418_at	230	6
U07424_at	138	6
U07550_at	186	8
U07563_cds1_at	301	10
U07664_at	19	5
U07681_at	73	7
U07695_at	126	2
U07802_at	277	3
U07857_at	274	1
U07919_at	152	13
U08316_at	204	4
U08336_at	198	13
U08815_at	187	8
U08989_at	302	10
U09117_at	20	2
U09196_at	166	2
U09284_at	194	10
U09303_at	55	4
U09410_at	46	7
U09564_at	286	6
U09578_at	195	10
U09579_at	184	7
U09607_at	45	7
U09770_at	318	5
U09825_at	61	2
U09848_at	71	7
U09850_at	113	13
U10117_at	104	7
U10323_at	274	1
U10324_at	241	11
U10362_at	192	11
U10439_at	130	3
U10485_at	291	8
U10492_at	29	4
U10686_at	119	5
U10868_at	164	2
U10991_at	195	10
U11732_at	109	13
U11791_at	141	7
U11870_rna1_at	245	10
U11872_at	56	5
U11877_at	302	10
U12139_at	153	13
U12255_at	169	2
U12779_at	38	2
U13395_at	18	5
U13666_at	155	4
U13695_at	295	8
U13706_at	33	5
U13737_at	243	11
U13991_at	135	3
U14193_at	135	3
U14391_at	81	4
U14417_at	164	2
U14575_at	142	8
U14588_at	36	2
U14603_at	274	1
U15009_at	228	6
U15085_at	278	3
U15128_at	192	11
U15173_at	107	12
U15177_at	40	2
U15552_at	180	6
U15555_at	304	10
U15782_at	99	3
U15932_at	249	13
U16031_at	148	11
U16127_at	3	5
U16282_at	83	4
U16306_at	312	9
U16660_at	185	8
U16954_at	188	8
U17163_at	14	4
U17327_at	246	10
U17418_at	247	10
U17579_rna1_at	54	4
U17886_at	145	12
U17894_at	62	2
U18009_at	228	6
U18062_at	231	6
U18242_at	286	6
U18291_at	296	11
U18548_at	58	5
U19261_at	36	2
U19796_at	59	2
U19948_at	82	4
U19977_at	84	5
U20158_at	73	7
U20285_at	94	2
U20325_at	4	4
U20350_at	149	10
U20428_at	205	5
U20582_at	29	4
U20647_at	28	4
U20657_at	208	5
U20908_at	59	2
U20979_at	47	7
U20998_at	278	3
U21049_at	303	10
U21090_at	242	11
U21551_at	195	10
U21931_at	21	2
U22055_at	221	1
U22526_at	192	11
U22897_at	138	6
U22963_at	83	4
U23143_at	46	7
U23803_at	36	2
U23946_at	72	7
U24105_at	170	1
U24152_at	40	2
U24169_at	300	10
U24266_at	243	11
U24576_at	301	10
U24704_at	238	8
U25029_at	299	11
U25165_at	228	6
U25182_at	243	11
U25265_at	79	13
U25435_at	188	8
U25750_at	19	5
U25849_at	284	6
U25956_at	149	10
