EnsemblGeneID	Cellline1_CON	Cellline1_DEX	Cellline2_CON	Cellline2_DEX	Cellline3_CON	Cellline3_DEX
ENSG00000198768	78	64	7	2	1289	791
ENSG00000198771	11	8	0	0	3	1
ENSG00000198774	150	115	197	147	185	139
ENSG00000198780	240	213	253	259	210	184
ENSG00000198783	942	748	943	812	805	614
ENSG00000198785	18	16	16	16	12	15
ENSG00000198786	0	0	0	0	0	0
ENSG00000198787	0	0	0	0	0	0
ENSG00000198788	28	28	0	0	8	4
ENSG00000198791	3389	2724	3690	3395	3359	2556
ENSG00000198792	8977	6279	8693	8483	8714	8011
ENSG00000198793	7235	5955	6224	6296	6311	5498
ENSG00000198794	1166	631	2074	1541	1322	1008
ENSG00000198795	643	463	1219	1042	47	37
ENSG00000198796	13044	8164	31653	22753	17868	9267
ENSG00000198797	0	0	0	0	1	0
ENSG00000198798	0	0	0	0	0	0
ENSG00000198799	1569	1267	1036	1037	1059	946
ENSG00000198804	0	0	0	0	0	0
ENSG00000198805	1259	1179	635	729	872	598
ENSG00000198807	26	55	25	33	60	103
ENSG00000198812	0	0	0	0	0	0
ENSG00000198814	87	86	92	77	50	30
ENSG00000198815	2871	2201	2972	2676	2732	2258
ENSG00000198816	742	556	653	526	655	650
ENSG00000198818	2083	1641	1970	2179	1975	1649
ENSG00000198821	6	2	1	0	0	1
ENSG00000198822	0	0	1	2	0	2
ENSG00000198824	2995	2978	1529	1631	1382	1271
ENSG00000198825	1202	1526	644	893	1634	1618
ENSG00000198826	1482	1914	366	378	372	295
ENSG00000198829	1	1	0	2	0	1
ENSG00000198830	7804	7434	2812	2351	2747	2096
ENSG00000198832	713	514	3221	2884	3636	3961
ENSG00000198833	5139	4377	4539	4802	7313	5989
ENSG00000198835	35	16	17	17	69	54
ENSG00000198836	4046	3637	4411	4532	4138	3543
ENSG00000198837	3343	2603	2490	2104	2286	1895
ENSG00000198838	408	186	705	634	351	231
ENSG00000198839	1102	919	1307	1176	1070	863
ENSG00000198840	0	0	0	0	0	0
ENSG00000198841	644	469	508	466	404	387
ENSG00000198842	3	4	0	0	1	0
ENSG00000198843	4516	3783	4144	4352	4299	3520
ENSG00000198844	4	5	6	3	2	0
ENSG00000198846	228	163	410	365	486	418
ENSG00000198848	0	0	0	0	7	4
ENSG00000198851	0	1	0	0	0	0
ENSG00000198853	11726	10616	7978	8965	9430	11933
ENSG00000198854	2	2	0	0	0	0
ENSG00000198855	1146	959	810	723	990	775
ENSG00000198856	6636	5912	8159	9064	6997	6704
ENSG00000198857	23	22	5	5	19	4
ENSG00000198858	3698	2937	4966	5055	3137	2954
ENSG00000198860	1613	1570	1518	1558	1284	1142
ENSG00000198862	3345	2910	3015	2932	2828	2261
ENSG00000198863	1584	1291	1555	1607	1736	1577
ENSG00000198865	2	0	2	2	0	0
ENSG00000198868	8187	6177	17	17	6516	5842
ENSG00000198870	53	57	23	29	34	24
ENSG00000198873	280	165	167	196	499	393
ENSG00000198874	1436	1142	1433	1333	1401	1091
ENSG00000198876	3513	3050	3565	3382	3349	2695
ENSG00000198877	0	0	0	0	0	0
ENSG00000198879	18	8	11	2	5	3
ENSG00000198881	2	1	11	5	4	1
ENSG00000198883	0	0	1	0	0	1
ENSG00000198885	1	1	3	1	22	3
ENSG00000198886	0	0	0	0	0	0
ENSG00000198887	3433	3267	2463	2464	2492	2133
ENSG00000198888	0	0	0	0	0	0
ENSG00000198889	1227	1335	379	445	622	476
ENSG00000198890	2581	1686	2492	2309	1849	1387
ENSG00000198892	1568	1167	1577	1552	2085	2163
ENSG00000198894	827	622	802	717	768	696
ENSG00000198898	7520	6775	8285	9497	7960	7394
ENSG00000198899	0	0	0	0	0	0
ENSG00000198900	5593	4404	5375	5385	6028	4792
ENSG00000198901	4517	6215	507	600	896	783
ENSG00000198908	342	220	241	195	258	156
ENSG00000198909	2611	2314	1507	1476	1351	1202
ENSG00000198910	34316	29544	24502	27370	55904	60854
ENSG00000198911	11409	10736	10089	10862	9338	9522
ENSG00000198912	1389	1180	1274	1178	995	885
ENSG00000198914	40	17	467	465	413	367
ENSG00000198915	9	16	9	9	18	18
ENSG00000198917	2428	1806	1782	1472	1729	1399
ENSG00000198918	1664	1514	2099	1956	1669	1488
ENSG00000198919	1219	994	1216	1144	900	807
ENSG00000198920	2204	1756	1800	1755	1843	1418
ENSG00000198923	0	0	0	0	0	0
ENSG00000198924	1151	1048	577	590	716	573
ENSG00000198925	3956	3339	4291	4530	4507	4765
ENSG00000198929	89	43	14	15	163	86
ENSG00000198930	0	0	0	0	0	0
ENSG00000198931	3291	2774	4125	4214	4271	4138
ENSG00000198932	219	128	167	135	174	111
ENSG00000198933	522	345	1356	1267	859	838
ENSG00000198934	111	92	159	168	244	199
ENSG00000198937	594	456	844	935	985	876
ENSG00000198938	0	0	0	0	0	0
ENSG00000198939	5	2	23	32	26	36
ENSG00000198944	37	23	2	4	22	10
ENSG00000198945	506	332	812	741	610	434
ENSG00000198947	1005	913	573	587	974	878
ENSG00000198948	454	344	930	823	927	877
ENSG00000198951	1892	1769	1256	1470	1990	2127
ENSG00000198952	9953	7899	9355	8508	9103	8056
ENSG00000198954	4204	3933	2677	3157	3230	3251
ENSG00000198959	29022	17019	20627	25955	85838	52492
ENSG00000198960	1153	778	1243	1174	1074	875
ENSG00000198961	10409	7783	11516	10991	10258	9130
ENSG00000198963	9	6	2	1	14	7
ENSG00000198964	1765	1985	1017	1078	994	1096
ENSG00000198965	0	0	0	0	0	0
ENSG00000198967	0	0	0	0	0	0
ENSG00000198972	0	0	0	0	0	0
ENSG00000198973	0	0	0	0	0	0
ENSG00000198974	0	1	0	0	0	0
ENSG00000198975	0	0	0	0	1	0
ENSG00000198976	31	14	64	42	54	39
ENSG00000198982	0	0	0	0	0	0
ENSG00000198983	0	0	0	0	0	0
ENSG00000198984	1	0	1	0	1	0
ENSG00000198986	0	0	0	0	0	0
ENSG00000198987	0	0	0	0	0	0
ENSG00000198995	0	0	0	0	0	0
ENSG00000198997	0	2	1	1	0	0
ENSG00000199001	0	0	0	0	0	0
ENSG00000199004	0	0	0	0	0	0
ENSG00000199005	1	1	0	0	0	0
ENSG00000199012	0	0	0	0	0	0
ENSG00000199015	0	3	1	0	0	0
ENSG00000199017	0	0	0	0	0	0
ENSG00000199020	0	0	0	0	0	0
ENSG00000199023	5	4	3	3	3	8
ENSG00000199024	3	4	6	3	5	3
ENSG00000199025	0	0	0	0	1	0
ENSG00000199030	0	0	0	0	0	0
ENSG00000199031	0	0	0	0	0	0
ENSG00000199032	1	2	0	0	2	1
ENSG00000199035	0	1	1	0	0	0
ENSG00000199036	9	7	1	0	5	1
ENSG00000199038	28	14	49	41	50	75
ENSG00000199043	0	0	0	0	0	0
ENSG00000199047	7	3	0	0	1	0
ENSG00000199051	0	1	2	3	1	1
ENSG00000199053	2	10	4	3	4	4
ENSG00000199059	3	0	4	1	3	1
ENSG00000199065	0	1	0	0	0	2
ENSG00000199066	0	0	0	0	0	0
ENSG00000199069	0	0	0	0	0	0
ENSG00000199071	0	0	0	0	0	0
ENSG00000199072	1	1	1	0	0	0
ENSG00000199075	0	0	0	0	2	0
ENSG00000199077	0	0	0	0	0	0
ENSG00000199080	0	0	0	0	0	0
ENSG00000199082	1	0	0	0	0	0
ENSG00000199085	0	0	0	1	0	0
ENSG00000199088	0	0	0	0	0	0
ENSG00000199090	0	0	1	0	0	0
ENSG00000199092	0	0	0	0	0	3
ENSG00000199094	29	31	81	60	43	29
ENSG00000199095	0	0	0	0	0	0
ENSG00000199102	0	0	0	0	0	0
ENSG00000199104	0	0	0	0	0	0
ENSG00000199107	0	0	0	0	0	0
ENSG00000199109	0	0	0	0	0	0
ENSG00000199121	2	5	2	2	4	3
ENSG00000199122	1	1	0	2	0	1
ENSG00000199127	0	0	0	0	0	0
ENSG00000199130	0	1	0	1	0	1
ENSG00000199132	0	0	0	0	0	0
ENSG00000199133	29	26	18	21	15	25
ENSG00000199135	0	0	0	0	0	0
ENSG00000199143	0	0	0	0	0	0
ENSG00000199145	1	0	0	0	0	0
ENSG00000199150	1	0	3	1	0	0
ENSG00000199151	0	0	0	0	0	0
ENSG00000199153	0	0	0	0	0	0
ENSG00000199156	0	0	0	0	0	0
ENSG00000199157	0	0	0	0	0	0
ENSG00000199158	0	0	0	0	0	0
ENSG00000199161	1	0	0	0	1	2
ENSG00000199165	0	0	0	0	1	0
ENSG00000199168	0	0	0	0	0	0
ENSG00000199169	1	0	0	0	0	1
ENSG00000199172	20	15	22	28	19	8
ENSG00000199177	0	0	0	0	0	0
ENSG00000199179	1	0	6	3	2	0
ENSG00000199187	0	0	0	0	0	0
ENSG00000199196	0	0	0	0	0	0
ENSG00000199197	0	0	0	0	0	0
ENSG00000199200	1	0	0	0	0	0
ENSG00000199201	0	0	0	0	0	0
ENSG00000199202	0	0	0	0	0	0
ENSG00000199203	0	0	0	0	0	0
ENSG00000199204	0	0	0	0	0	0
ENSG00000199212	0	0	0	0	0	0
ENSG00000199217	0	0	0	0	0	0
ENSG00000199218	0	0	0	0	0	0
ENSG00000199219	0	0	0	0	0	0
ENSG00000199220	0	0	0	0	0	0
ENSG00000199222	0	0	0	0	0	0
ENSG00000199223	0	0	0	0	0	0
ENSG00000199224	0	0	0	0	0	0
ENSG00000199226	0	0	0	0	0	0
ENSG00000199231	0	0	0	0	0	0
ENSG00000199235	0	0	0	0	0	0
ENSG00000199237	2	0	4	1	0	0
ENSG00000199240	0	0	0	0	0	0
ENSG00000199241	0	0	0	0	0	0
ENSG00000199245	0	0	0	0	0	0
ENSG00000199246	0	0	0	0	0	0
ENSG00000199248	0	0	0	0	0	0
ENSG00000199251	0	0	0	0	0	0
ENSG00000199260	0	0	0	0	0	0
ENSG00000199263	0	0	0	0	0	0
ENSG00000199266	22	19	17	13	22	18
ENSG00000199270	0	0	0	3	0	0
ENSG00000199272	0	0	0	0	0	0
ENSG00000199273	0	0	0	0	0	0
ENSG00000199276	0	0	0	0	0	0
ENSG00000199279	0	0	0	0	0	0
ENSG00000199282	0	0	0	0	0	0
ENSG00000199283	0	0	0	0	0	0
ENSG00000199285	0	0	0	1	0	0
ENSG00000199286	0	0	0	0	0	0
ENSG00000199289	0	0	1	0	0	0
ENSG00000199290	3	1	0	1	1	1
ENSG00000199291	0	0	0	0	0	0
ENSG00000199293	0	0	0	0	0	0
ENSG00000199295	0	0	0	0	0	0
ENSG00000199299	0	0	0	0	0	0
ENSG00000199301	1	0	0	0	1	1
ENSG00000199303	0	0	0	0	0	0
ENSG00000199306	0	0	0	0	1	0
ENSG00000199308	0	0	0	0	0	0
ENSG00000199311	0	0	0	0	0	0
ENSG00000199313	0	2	1	3	0	1
ENSG00000199315	0	0	0	0	0	0
ENSG00000199318	0	0	0	0	1	0
ENSG00000199319	0	0	0	0	0	0
ENSG00000199321	0	0	0	0	0	0
ENSG00000199322	0	0	0	0	0	0
ENSG00000199325	1	0	1	1	1	2
ENSG00000199326	0	0	0	0	0	0
ENSG00000199327	0	1	0	1	1	0
ENSG00000199331	3	8	11	4	3	2
ENSG00000199332	18	32	16	23	26	16
ENSG00000199334	0	1	0	3	0	0
ENSG00000199335	1	0	1	0	0	0
ENSG00000199337	0	0	0	0	2	0
ENSG00000199347	0	0	0	1	0	0
ENSG00000199348	0	0	0	0	0	0
ENSG00000199349	0	0	0	1	1	0
ENSG00000199350	0	0	0	0	0	0
ENSG00000199352	1	2	0	1	1	0
ENSG00000199354	0	0	0	0	0	0
ENSG00000199357	0	0	1	0	0	0
ENSG00000199360	0	0	0	0	0	0
ENSG00000199361	0	0	0	0	0	0
ENSG00000199362	0	0	0	0	0	0
ENSG00000199363	0	0	0	0	0	0
ENSG00000199364	0	0	0	0	0	0
ENSG00000199366	0	1	0	0	0	0
ENSG00000199368	0	0	0	0	0	0
ENSG00000199370	0	0	0	0	0	0
ENSG00000199373	0	0	0	0	0	0
ENSG00000199377	0	0	1	0	1	0
ENSG00000199378	0	0	0	0	0	0
ENSG00000199381	0	0	0	0	0	0
ENSG00000199385	0	0	0	0	0	0
ENSG00000199390	0	0	0	0	0	0
ENSG00000199392	0	0	0	0	0	0
ENSG00000199394	0	0	0	0	0	0
ENSG00000199395	0	0	0	0	0	0
ENSG00000199396	0	0	0	1	0	0
ENSG00000199398	0	0	0	0	0	0
ENSG00000199400	0	0	0	1	0	0
ENSG00000199402	0	0	0	0	0	0
ENSG00000199404	0	0	0	0	0	0
ENSG00000199405	0	0	0	0	0	0
ENSG00000199407	0	0	0	0	0	0
ENSG00000199409	0	0	0	0	0	0
ENSG00000199410	0	0	0	0	0	0
ENSG00000199411	0	0	0	0	1	1
ENSG00000199415	0	0	0	1	0	0
ENSG00000199420	0	0	0	0	0	0
ENSG00000199422	0	0	0	0	0	0
ENSG00000199424	0	0	0	0	0	0
ENSG00000199426	0	0	0	0	0	0
ENSG00000199436	4	4	0	3	1	0
ENSG00000199440	0	0	0	0	0	0
ENSG00000199442	0	0	0	0	0	0
ENSG00000199444	0	0	0	0	0	0
ENSG00000199446	0	0	0	0	0	0
ENSG00000199448	0	0	0	0	0	0
ENSG00000199450	0	0	0	0	0	0
ENSG00000199453	0	0	0	0	0	0
ENSG00000199454	0	0	0	0	0	0
ENSG00000199455	0	0	0	0	0	0
ENSG00000199458	1	0	0	0	1	0
ENSG00000199459	0	0	1	0	0	0
ENSG00000199460	0	0	0	0	0	0
ENSG00000199461	0	1	0	0	0	0
ENSG00000199466	0	0	1	0	0	0
ENSG00000199468	0	0	0	0	0	0
ENSG00000199469	0	0	0	0	0	0
ENSG00000199470	0	0	0	0	0	0
ENSG00000199471	10	3	4	5	4	1
ENSG00000199472	2	1	0	0	2	0
ENSG00000199473	0	0	1	0	0	0
ENSG00000199474	0	0	0	0	0	0
ENSG00000199475	0	0	0	0	0	0
ENSG00000199476	1	2	2	1	0	0
ENSG00000199477	7	4	3	5	5	2
ENSG00000199480	0	0	0	0	0	0
ENSG00000199482	0	0	0	0	0	0
ENSG00000199483	0	0	0	0	0	0
ENSG00000199487	0	0	0	0	0	0
ENSG00000199488	4	1	6	2	2	0
ENSG00000199489	0	0	0	0	0	0
ENSG00000199490	0	0	0	0	0	0
ENSG00000199492	0	0	0	0	0	0
ENSG00000199497	0	0	0	0	0	0
ENSG00000199506	0	0	0	0	0	0
ENSG00000199508	0	0	0	0	0	0
ENSG00000199509	0	2	1	0	1	0
ENSG00000199512	1	0	0	0	0	0
ENSG00000199514	1	0	0	0	0	0
ENSG00000199515	0	0	0	0	0	0
ENSG00000199516	0	0	0	0	0	0
ENSG00000199520	0	0	0	0	0	0
ENSG00000199523	1	0	0	0	1	0
ENSG00000199525	0	0	0	0	0	0
ENSG00000199529	0	0	0	0	0	0
ENSG00000199530	2	0	0	3	0	1
ENSG00000199535	0	0	0	0	0	0
ENSG00000199536	1	0	0	2	0	1
ENSG00000199540	0	0	0	0	0	0
ENSG00000199545	0	2	0	2	0	1
ENSG00000199546	0	0	0	0	0	0
ENSG00000199550	2	2	1	0	4	0
ENSG00000199551	0	0	0	0	0	0
ENSG00000199552	0	0	0	0	0	0
ENSG00000199556	0	0	0	0	0	0
ENSG00000199562	3	1	0	0	0	2
ENSG00000199564	0	0	0	0	0	0
ENSG00000199565	0	0	0	0	0	0
ENSG00000199566	0	0	0	0	0	0
ENSG00000199567	0	0	0	0	0	0
ENSG00000199568	1	1	0	0	0	0
ENSG00000199570	2	0	1	1	0	1
ENSG00000199571	0	0	0	0	0	0
ENSG00000199572	0	0	0	0	1	2
ENSG00000199574	0	0	0	0	0	0
ENSG00000199575	1	1	0	1	0	0
ENSG00000199577	0	0	0	0	0	0
ENSG00000199580	0	0	0	0	0	0
ENSG00000199584	0	0	0	0	0	0
ENSG00000199585	0	0	0	0	0	0
ENSG00000199591	0	0	0	0	0	0
ENSG00000199592	0	0	0	0	0	0
ENSG00000199593	0	0	0	0	0	1
ENSG00000199594	0	1	1	0	0	0
ENSG00000199595	0	0	0	0	0	0
ENSG00000199598	0	0	0	0	0	0
ENSG00000199601	0	0	0	0	0	0
ENSG00000199603	3	0	0	0	0	0
ENSG00000199605	2	1	0	3	1	1
ENSG00000199609	0	1	0	0	0	0
ENSG00000199620	0	0	0	0	0	0
ENSG00000199622	0	0	0	0	0	0
ENSG00000199626	0	0	0	0	0	0
ENSG00000199627	0	0	0	0	0	0
ENSG00000199629	0	0	0	1	0	0
ENSG00000199630	1	0	0	0	0	0
ENSG00000199631	0	0	0	0	0	0
ENSG00000199633	0	0	0	0	0	0
ENSG00000199634	0	0	0	0	0	0
ENSG00000199635	0	0	0	0	1	0
ENSG00000199636	0	1	0	0	0	0
ENSG00000199638	0	0	0	0	0	0
ENSG00000199640	0	0	0	0	0	0
ENSG00000199643	0	0	0	0	0	0
ENSG00000199645	0	0	0	0	0	0
ENSG00000199646	1	1	1	1	1	0
ENSG00000199652	0	0	0	0	0	0
ENSG00000199664	3	1	0	0	3	3
ENSG00000199666	0	0	0	0	0	0
ENSG00000199667	0	0	1	0	0	0
ENSG00000199668	0	1	0	0	0	0
ENSG00000199672	0	1	0	0	0	1
ENSG00000199673	0	0	0	0	0	0
ENSG00000199674	0	0	0	0	0	0
ENSG00000199676	1	3	0	3	0	0
ENSG00000199677	0	0	0	0	0	0
ENSG00000199683	0	0	0	0	0	0
ENSG00000199687	0	0	0	0	0	0
ENSG00000199691	14	11	16	16	11	8
ENSG00000199695	0	0	0	0	0	0
ENSG00000199697	3	2	3	1	0	0
ENSG00000199698	0	0	0	0	0	0
ENSG00000199700	0	0	0	0	0	0
ENSG00000199701	0	0	0	0	0	0
ENSG00000199702	0	0	0	1	0	0
ENSG00000199704	0	0	0	0	0	0
ENSG00000199705	0	0	0	0	0	0
ENSG00000199709	6	4	5	1	2	1
ENSG00000199710	0	0	0	0	0	0
ENSG00000199711	0	0	0	0	0	0
ENSG00000199712	0	0	0	0	0	0
ENSG00000199713	0	0	0	0	0	0
ENSG00000199715	1	1	3	2	0	0
ENSG00000199716	0	0	0	1	0	0
ENSG00000199719	23	11	16	11	12	7
ENSG00000199727	0	0	0	0	0	0
ENSG00000199728	0	0	0	0	0	0
ENSG00000199730	0	0	0	0	0	0
ENSG00000199731	0	1	0	0	0	0
ENSG00000199732	0	0	0	0	0	0
ENSG00000199733	0	0	0	0	0	0
ENSG00000199735	0	0	0	0	0	0
ENSG00000199739	0	1	0	0	0	0
ENSG00000199740	1	0	0	0	0	0
ENSG00000199744	0	0	0	0	0	0
ENSG00000199751	0	0	0	0	0	0
ENSG00000199753	50	23	43	34	31	29
ENSG00000199755	0	0	0	0	0	0
ENSG00000199756	0	0	0	0	0	0
ENSG00000199762	0	0	0	0	0	0
ENSG00000199764	0	0	0	0	0	0
ENSG00000199765	0	0	0	0	0	0
ENSG00000199767	0	0	0	0	0	0
ENSG00000199771	0	0	0	0	0	0
ENSG00000199773	0	0	0	0	0	0
ENSG00000199780	0	0	0	0	0	0
ENSG00000199781	0	0	0	0	0	0
ENSG00000199782	0	0	0	0	0	0
ENSG00000199783	0	0	0	0	0	0
ENSG00000199784	0	0	0	0	0	0
ENSG00000199785	0	0	0	0	0	0
ENSG00000199786	0	0	0	0	0	0
ENSG00000199787	1	0	1	0	0	0
ENSG00000199788	0	0	1	0	0	0
ENSG00000199790	0	0	0	0	0	0
ENSG00000199791	0	0	0	0	0	0
ENSG00000199792	0	0	0	0	0	0
ENSG00000199796	0	0	0	0	0	0
ENSG00000199797	0	0	0	0	0	0
ENSG00000199798	0	0	0	0	0	0
ENSG00000199801	0	0	0	0	0	0
ENSG00000199803	0	0	0	0	0	0
ENSG00000199804	11	8	15	8	3	7
ENSG00000199805	0	1	0	0	0	0
ENSG00000199806	0	2	0	0	0	0
ENSG00000199809	0	0	0	0	0	0
ENSG00000199812	0	0	0	0	0	0
ENSG00000199814	0	0	0	0	0	0
ENSG00000199815	0	0	0	0	0	0
ENSG00000199824	0	0	0	0	0	0
ENSG00000199827	0	0	0	0	0	0
ENSG00000199831	0	0	0	0	0	0
ENSG00000199832	0	0	0	0	0	0
ENSG00000199833	0	0	0	0	0	0
ENSG00000199836	1	0	0	0	0	0
ENSG00000199837	0	0	0	0	0	0
ENSG00000199839	0	0	0	0	0	0
ENSG00000199840	0	0	0	0	0	0
ENSG00000199843	0	0	0	0	0	0
ENSG00000199845	0	0	0	0	0	0
ENSG00000199846	8	1	0	1	2	0
ENSG00000199849	0	0	0	0	0	0
ENSG00000199851	0	0	0	0	0	0
ENSG00000199855	0	0	0	0	0	0
ENSG00000199856	1	0	0	0	0	0
ENSG00000199857	0	0	0	0	0	0
ENSG00000199858	0	0	0	0	0	0
ENSG00000199859	0	0	0	0	0	0
ENSG00000199862	0	0	0	0	0	0
ENSG00000199865	0	0	0	0	1	0
ENSG00000199866	0	0	0	0	0	0
ENSG00000199867	0	0	0	0	0	0
ENSG00000199870	0	0	0	0	0	0
ENSG00000199872	0	0	0	1	0	0
ENSG00000199874	0	1	0	0	0	0
ENSG00000199875	1	2	1	1	1	0
ENSG00000199878	0	0	0	0	0	0
ENSG00000199879	0	1	0	0	0	0
ENSG00000199880	0	0	0	0	0	0
ENSG00000199881	0	0	0	0	0	0
ENSG00000199883	0	0	0	0	1	0
ENSG00000199884	0	0	0	0	0	0
ENSG00000199885	0	0	0	0	0	0
ENSG00000199886	0	0	0	0	0	0
ENSG00000199890	3	1	2	0	3	3
ENSG00000199892	0	0	0	0	0	0
ENSG00000199894	0	0	0	0	0	0
ENSG00000199895	0	0	0	0	0	0
ENSG00000199899	0	0	1	0	0	0
ENSG00000199900	0	0	0	0	0	0
ENSG00000199901	0	0	0	0	0	0
ENSG00000199903	0	0	0	0	0	0
ENSG00000199905	0	0	0	0	0	0
ENSG00000199906	2	1	1	3	4	0
ENSG00000199910	0	1	0	3	0	0
ENSG00000199911	0	0	0	0	0	0
ENSG00000199912	0	0	0	0	0	0
ENSG00000199913	0	0	0	0	0	0
ENSG00000199914	0	0	0	0	0	0
ENSG00000199920	0	0	0	0	0	0
ENSG00000199921	0	0	0	0	0	0
ENSG00000199924	0	0	0	0	0	0
ENSG00000199927	0	0	0	0	1	0
ENSG00000199929	0	0	0	0	0	0
ENSG00000199932	0	0	0	0	0	0
ENSG00000199933	0	0	0	1	1	1
ENSG00000199934	0	1	0	0	0	0
ENSG00000199936	0	0	0	0	0	0
ENSG00000199938	0	0	0	0	0	0
ENSG00000199940	0	0	0	0	0	0
ENSG00000199942	0	0	0	0	0	0
ENSG00000199944	0	0	0	0	0	0
ENSG00000199949	0	0	0	0	0	0
ENSG00000199953	0	0	0	0	0	0
ENSG00000199959	0	0	0	0	0	0
ENSG00000199960	0	0	0	0	0	0
ENSG00000199961	0	6	3	4	2	0
ENSG00000199962	0	0	0	0	0	0
ENSG00000199963	0	0	0	0	0	0
ENSG00000199964	0	0	0	0	0	0
ENSG00000199968	0	0	0	0	0	0
ENSG00000199970	0	0	0	0	0	0
ENSG00000199971	0	0	0	0	0	0
ENSG00000199975	1	0	0	0	0	0
ENSG00000199977	3	1	2	1	0	1
ENSG00000199979	0	0	0	0	0	0
ENSG00000199985	0	0	0	0	0	0
ENSG00000199986	0	0	0	0	0	0
ENSG00000199990	0	1	0	1	1	0
ENSG00000199994	0	0	0	0	0	0
ENSG00000200003	0	0	0	0	0	0
ENSG00000200008	0	0	0	0	0	0
ENSG00000200011	0	0	0	0	0	0
ENSG00000200013	7	1	5	6	1	3
ENSG00000200021	0	0	0	0	0	0
ENSG00000200024	0	0	0	0	0	0
ENSG00000200026	3	3	1	1	2	2
ENSG00000200028	0	0	0	0	0	0
ENSG00000200029	0	0	0	0	0	0
ENSG00000200033	0	0	1	3	1	0
ENSG00000200034	0	0	0	0	0	0
ENSG00000200036	0	0	0	0	0	0
ENSG00000200037	0	0	0	0	0	0
ENSG00000200040	1	0	0	0	0	0
ENSG00000200041	1	0	0	0	1	5
ENSG00000200047	0	0	0	0	0	0
ENSG00000200048	0	0	0	0	0	0
ENSG00000200049	0	0	0	0	0	0
ENSG00000200051	0	0	0	0	0	0
ENSG00000200052	0	0	0	0	0	0
ENSG00000200057	0	0	0	0	0	0
ENSG00000200058	0	0	0	0	0	0
ENSG00000200059	13	11	9	7	11	12
ENSG00000200060	0	0	0	0	0	0
ENSG00000200062	0	0	0	0	0	0
ENSG00000200063	0	0	0	0	0	0
ENSG00000200064	0	0	0	0	0	0
ENSG00000200065	0	0	0	0	0	0
ENSG00000200070	0	0	0	0	0	2
ENSG00000200072	0	0	0	0	0	0
ENSG00000200075	0	0	0	0	0	0
ENSG00000200079	0	0	0	0	0	0
ENSG00000200084	0	0	0	0	0	0
ENSG00000200085	0	0	0	0	0	0
ENSG00000200086	0	0	0	0	0	1
ENSG00000200087	19	22	29	111	59	30
ENSG00000200089	0	0	0	0	0	0
ENSG00000200090	23	12	15	14	17	12
ENSG00000200091	0	0	0	1	1	0
ENSG00000200095	2	0	0	0	0	0
ENSG00000200097	0	0	0	0	0	0
ENSG00000200101	0	0	0	0	0	0
ENSG00000200102	0	0	0	0	0	0
ENSG00000200105	0	0	0	0	0	0
ENSG00000200106	0	0	0	0	0	0
ENSG00000200107	0	0	0	0	0	0
ENSG00000200108	0	0	0	0	0	0
ENSG00000200112	0	0	0	0	0	0
ENSG00000200113	0	0	0	0	0	0
ENSG00000200114	0	0	1	0	0	0
ENSG00000200118	0	0	0	0	0	0
ENSG00000200120	5	2	3	5	0	1
ENSG00000200121	0	0	0	0	0	0
ENSG00000200130	0	0	0	0	0	0
ENSG00000200131	0	0	0	0	0	0
ENSG00000200132	0	0	0	0	0	0
ENSG00000200135	0	0	0	0	0	0
ENSG00000200138	0	0	0	0	0	0
ENSG00000200139	0	0	0	0	0	0
ENSG00000200142	0	0	0	0	0	0
ENSG00000200146	0	0	0	0	0	0
ENSG00000200150	0	0	0	0	0	0
ENSG00000200151	0	0	0	0	0	0
ENSG00000200152	1	2	2	3	6	4
ENSG00000200153	0	0	0	0	1	0
ENSG00000200156	0	0	0	0	0	0
ENSG00000200161	0	0	0	0	0	0
ENSG00000200162	0	0	0	0	0	0
ENSG00000200163	0	0	0	0	0	0
ENSG00000200164	0	0	0	0	1	0
ENSG00000200168	0	0	0	0	0	0
ENSG00000200169	0	0	0	0	1	0
ENSG00000200170	7	2	2	3	4	2
ENSG00000200171	0	0	0	0	0	0
ENSG00000200174	0	0	0	0	0	0
ENSG00000200175	0	0	0	0	0	0
ENSG00000200176	0	0	0	1	0	0
ENSG00000200179	0	0	0	0	0	0
ENSG00000200183	0	0	2	0	0	0
ENSG00000200184	0	0	1	0	0	0
ENSG00000200189	0	0	0	0	0	0
ENSG00000200191	0	0	0	0	0	0
ENSG00000200197	0	0	0	0	0	0
ENSG00000200198	0	0	0	0	0	0
ENSG00000200201	0	0	0	0	0	0
ENSG00000200204	0	1	0	0	0	0
ENSG00000200206	0	0	0	0	0	0
ENSG00000200208	0	0	0	0	0	0
ENSG00000200209	2	1	1	3	0	1
ENSG00000200211	0	0	0	0	0	0
ENSG00000200213	0	0	0	0	0	0
ENSG00000200215	0	0	0	0	0	0
ENSG00000200216	0	0	0	0	0	0
ENSG00000200217	0	0	0	0	0	0
ENSG00000200218	0	0	0	0	0	0
ENSG00000200220	0	0	0	0	0	0
ENSG00000200222	0	0	0	0	0	0
ENSG00000200224	0	0	0	0	0	0
ENSG00000200225	0	0	1	1	1	0
ENSG00000200227	0	1	0	0	0	0
ENSG00000200231	0	0	0	0	0	0
ENSG00000200235	1	0	0	0	0	0
ENSG00000200237	2	0	1	1	1	1
ENSG00000200238	0	0	0	0	0	0
ENSG00000200241	0	0	3	0	0	0
ENSG00000200243	0	0	0	0	0	0
ENSG00000200246	0	0	0	0	0	0
