ID	Hexagon_index
HG3175-HT3352_at	28
HG3227-HT3404_at	78
HG3231-HT3408_at	150
HG3286-HT3463_at	108
HG3344-HT3521_at	251
HG3355-HT3532_at	92
HG3454-HT3647_at	205
HG3492-HT3686_at	128
HG3494-HT3688_at	313
HG3495-HT3689_at	303
HG3514-HT3708_at	331
HG3521-HT3715_at	214
HG3548-HT3749_at	192
HG3578-HT3781_at	23
HG3627-HT3836_at	111
HG363-HT363_at	9
HG3740-HT4010_at	82
HG3748-HT4018_at	298
HG3934-HT4204_at	75
HG3936-HT4206_at	51
HG3987-HT4257_at	148
HG3995-HT4265_at	39
HG4018-HT4288_at	201
HG4036-HT4306_at	93
HG4068-HT4338_at	76
HG4073-HT4343_at	135
HG4074-HT4344_at	237
HG4126-HT4396_at	301
HG4167-HT4437_at	55
HG4178-HT4448_at	195
HG4243-HT4513_at	80
HG4263-HT4533_at	302
HG4297-HT4567_at	175
HG4460-HT4729_at	245
HG4582-HT4987_at	298
HG4606-HT5011_at	56
HG4638-HT5050_at	194
HG4660-HT5073_at	4
HG4662-HT5075_at	303
HG4716-HT5158_at	229
HG4749-HT5197_at	194
HG511-HT511_at	190
HG620-HT620_at	323
HG830-HT830_at	9
HG846-HT846_at	43
HG908-HT908_at	16
HG919-HT919_at	26
HG987-HT987_at	324
J00073_at	21
J00306_at	1
J02645_at	240
J02902_at	171
J02906_at	91
J02923_at	328
J02973_rna1_at	303
J03040_at	303
J03069_rna1_at	128
J03161_at	60
J03191_at	272
J03278_at	85
J03459_at	174
J03473_at	279
J03589_at	299
J03600_at	183
J03764_at	5
J03779_at	170
J03798_at	242
J03890_rna1_at	196
J03909_at	325
J03925_at	247
J04027_at	311
J04058_at	243
J04088_at	294
J04101_at	194
J04102_at	264
J04111_at	31
J04132_at	149
J04162_at	150
J04164_at	278
J04173_at	275
J04444_at	298
J04456_at	327
J04501_at	77
J04543_at	320
J04599_at	40
J04605_at	49
J04611_at	176
J04615_at	281
J04794_at	278
J04809_rna1_at	13
J04823_rna1_at	219
J04948_at	86
J04973_at	178
J04990_at	326
J05032_at	296
J05243_at	282
J05257_at	152
J05272_at	63
J05500_at	157
J05614_at	171
K01396_at	314
K01911_at	290
K02545_cds2_at	302
K02574_at	216
K03195_at	166
K03430_at	32
K03460_at	168
K03515_at	171
L00352_at	310
L00635_at	6
L01087_at	194
L01664_at	303
L02867_at	247
L02950_at	301
L03532_at	222
L04490_at	188
L04733_at	296
L04953_at	28
L05148_at	281
L05424_cds2_at	304
L05425_at	243
L05512_at	150
L05779_at	12
L06132_at	277
L06175_at	301
L06419_at	303
L06633_at	304
L06845_at	299
L07044_at	301
L07493_at	147
L07548_at	106
L07597_at	298
L07633_at	274
L07758_at	236
L07765_at	200
L07956_at	298
L08069_at	177
L08187_at	39
L08246_at	328
L09260_at	179
L09604_at	330
L09708_at	248
L10284_at	274
L10373_at	27
L10378_at	87
L10838_at	171
L10910_at	230
L11239_at	304
L11285_at	133
L11329_at	246
L11370_at	62
L11373_at	131
L11669_at	324
L12535_at	107
L13203_at	36
L13210_at	320
L13391_at	197
L13434_at	35
L13436_at	112
L13689_at	181
L13738_at	263
L13761_rna1_at	104
L13800_at	299
L13848_at	135
L13852_at	172
L13923_at	51
L13972_at	88
L14076_at	134
L14565_at	148
L14754_at	206
L14837_at	301
L15409_at	73
L15702_at	92
L16464_at	51
L16842_at	134
L16862_at	63
L16896_at	301
L16991_at	148
L17131_rna1_at	331
L17327_at	28
L19067_at	90
L19161_at	107
L19183_at	192
L19267_at	42
L19314_at	77
L19437_at	329
L19605_at	172
L19686_rna1_at	275
L19711_at	245
L19779_at	331
L19871_at	307
L19872_at	304
L20010_at	223
L20298_at	278
L20316_at	92
L20815_at	205
L20941_at	331
L20971_at	233
L21893_at	119
L21936_at	286
L21954_at	325
L22075_at	306
L22214_at	14
L22342_at	64
L24559_at	62
L24564_at	303
L24783_at	284
L24804_at	97
L25081_at	18
L25085_at	175
L25270_at	301
L25444_at	108
L25851_at	284
L25876_at	44
L26247_at	272
L26494_at	28
L27560_at	302
L27706_at	285
L27841_at	135
L27943_at	168
L28010_at	280
L28175_at	246
L28821_at	305
L29008_at	143
L29218_at	102
L29277_at	164
L31584_at	56
L31801_at	64
L32866_at	303
L32976_at	192
L32977_at	222
L33243_at	110
L33842_rna1_at	276
L34059_at	50
L34060_at	117
L34587_at	176
L34657_at	196
L35035_at	147
L35240_at	197
L35269_at	151
L35475_at	21
L36463_at	251
L36531_at	2
L36645_at	301
L36720_at	301
L36818_at	102
L36922_at	41
L36983_at	298
L37033_at	216
L37042_at	208
L37043_at	60
L37127_at	283
L37792_at	119
L37936_at	105
L38486_at	2
L38487_at	192
L38616_at	73
L38696_at	96
L38810_at	178
L38935_at	13
L38951_at	283
L38961_at	299
L39059_at	243
L39874_at	132
L40027_at	175
L40357_at	284
L40387_at	203
L40391_at	280
L40392_at	137
L40395_at	103
L40410_at	285
L40586_at	247
L40904_at	307
L41067_at	294
L41690_at	71
L41870_at	297
L41887_rna1_at	296
L41919_rna1_at	247
L42324_at	15
L42354_at	198
L42373_at	89
L42379_at	323
L42451_at	102
L42542_at	286
L42563_at	53
L42572_at	237
L42621_at	2
L43631_at	177
L47345_at	52
L47738_at	282
L48546_at	182
L49169_at	329
L76159_at	187
L76200_at	174
L76224_at	2
L76380_at	51
L76465_at	302
L76702_at	239
L76703_at	189
L77213_at	79
L77561_at	158
L77701_at	303
L77886_at	193
L78440_at	207
M10612_at	309
M10901_at	287
M11119_at	93
M11147_at	272
M11186_at	246
M11717_rna1_at	141
M11722_at	279
M11726_at	29
M12174_at	121
M12759_at	153
M12886_at	282
M13194_at	135
M13241_at	303
M13755_at	87
M13792_at	274
M13903_at	197
M13934_cds2_at	272
M13955_at	198
M14016_at	17
M14058_at	151
M14158_cds4_at	154
M14200_rna1_at	225
M14219_at	191
M14539_at	191
M14636_at	304
M14660_at	305
M14676_at	130
M15059_at	205
M15182_at	174
M15205_at	167
M15661_at	174
M15796_at	237
M15841_at	187
M15990_at	113
M16038_at	324
M16279_at	274
M16405_at	119
M16424_at	246
M18737_rna1_at	287
M19159_at	63
M19483_at	219
M19507_at	323
M19645_at	268
M19722_at	268
M19961_at	223
M19989_cds2_at	191
M20471_at	223
M20681_at	322
M20902_at	16
M21005_at	313
M21121_at	310
M21154_at	208
M21186_at	331
M21259_at	275
M21551_rna1_at	252
M21574_at	300
M21624_at	149
M21904_at	314
M21984_at	302
M21985_at	78
M22324_at	307
M22382_at	275
M22430_at	151
M22489_at	302
M22538_at	174
M22632_at	243
M22638_at	184
M22760_at	223
M22877_at	143
M22898_at	292
M22919_rna2_at	319
M22960_at	324
M22976_at	71
M22995_at	107
M23114_at	106
M23161_at	189
M23197_at	310
M23254_at	213
M23294_at	146
M23379_at	298
M24248_at	127
M24398_at	245
M24439_at	259
M24470_at	6
M24594_at	306
M24899_at	301
M25077_at	305
M25269_at	13
M25280_at	327
M25809_at	200
M25897_at	305
M26576_cds2_at	82
M26602_at	305
M26880_at	272
M27161_at	149
M27819_at	307
M27826_at	300
M27891_at	313
M28209_at	320
M28713_at	124
M28825_at	14
M28826_at	149
M28827_at	302
M29064_at	277
M29273_at	111
M29474_at	299
M29536_at	224
M29696_at	279
M29877_at	140
M29927_at	307
M29971_at	299
M30185_at	246
M30818_at	15
M30894_at	315
M30938_at	279
M31013_at	275
M31166_at	305
M31303_rna1_at	274
M31328_at	8
M31627_at	330
M31642_at	177
M31994_at	156
M32011_at	152
M32053_at	195
M32313_at	141
M32315_at	164
M32334_at	99
M32886_at	146
M33195_at	313
M33308_at	210
M33336_at	280
M33518_at	137
M33521_at	131
M33552_at	326
M33680_at	273
M33764_at	219
M33882_at	307
M34041_at	250
M34175_at	61
M34181_at	296
M34344_at	193
M34423_at	108
M34455_at	116
M34539_at	226
M34667_at	33
M34668_at	298
M34677_at	73
M35128_at	79
M35531_at	77
M35878_at	79
M36067_at	76
M36089_at	122
M36341_at	89
M37033_at	219
M37104_at	176
M37245_at	159
M37435_at	203
M37583_at	275
M37766_at	224
M38591_at	315
M38690_at	290
M54992_at	298
M54995_at	306
M55067_at	211
M55150_at	214
M55265_at	121
M55268_at	38
M55531_at	183
M55593_at	8
M55671_at	31
M57567_at	134
M57609_at	77
M57710_at	312
M57763_at	253
M58028_at	171
M58285_at	130
M58378_cds1_at	11
M58459_at	281
M58603_at	211
M59465_at	216
M59807_at	171
M59815_at	21
M59820_at	305
M59829_at	151
M59830_at	152
M59911_at	152
M60091_at	1
M60165_cds1_at	19
M60278_at	242
M60298_at	305
M60527_at	296
M60721_at	233
M60752_at	192
M60830_at	107
M60922_at	88
M61199_at	249
M61764_at	304
M61906_at	147
M62302_at	196
M62324_at	16
M62762_at	269
M62783_at	55
M62810_at	301
M62831_at	271
M62994_at	296
M63138_at	330
M63167_at	165
M63175_at	208
M63180_at	230
M63262_at	163
M63379_at	315
M63573_at	145
M63582_at	37
M63589_at	305
M63904_at	173
M63928_at	193
M63959_at	267
M64098_at	135
M64108_at	205
M64174_at	33
M64590_at	300
M64595_at	99
M64673_at	104
M64925_at	167
M64929_at	107
M64934_at	15
M64992_at	175
M65066_at	150
M65085_at	195
M65217_at	47
M68520_at	142
M68864_at	291
M68891_at	157
M68941_at	110
M69023_at	295
M69039_at	176
M69043_at	330
M69066_at	272
M73047_at	298
M73547_at	296
M73720_at	155
M74002_at	222
M74089_at	193
M74099_at	49
M74491_at	172
M74524_at	296
M74719_at	288
M75099_at	98
M75126_at	125
M76378_at	259
M76424_at	49
M76766_at	320
M77142_at	299
M77698_at	284
M77836_at	36
M80244_at	166
M80254_at	306
M80333_at	58
M80335_at	238
M80359_at	300
M80563_at	327
M80629_at	161
M80647_at	246
M80899_at	257
M81057_at	115
M81601_at	222
M81758_at	204
M81780_cds5_at	70
M81830_at	85
M82809_at	114
M82882_at	180
M83088_at	96
M83181_at	2
M83221_at	213
M83233_at	298
M83751_at	284
M84349_at	304
M84526_at	312
M84739_at	330
M85169_at	237
M85247_at	85
M85276_at	45
M86400_at	272
M86546_at	21
M86667_at	275
M86707_at	75
M86737_at	96
M86752_at	292
M86852_at	193
M87339_at	188
M87434_at	56
M87503_at	169
M87860_at	303
M88108_at	221
M88279_at	130
M88282_at	243
M88458_at	140
M88468_at	171
M89957_at	290
M90299_at	9
M90656_at	16
M91029_cds2_at	89
M91036_rna1_at	323
M91083_at	23
M91196_at	304
M91432_at	283
M91438_at	322
M91585_at	89
M91592_at	34
M91670_at	165
M92287_at	275
M92303_at	8
M92357_at	305
M92439_at	240
M92449_at	81
M92934_at	289
M93056_at	264
M93107_at	86
M93221_at	302
M93283_at	22
M93405_at	41
M93426_at	302
M93718_at	93
M94250_at	289
M94345_at	327
M94362_at	95
M94556_at	225
M94630_at	220
M94633_at	298
M94856_at	225
M95178_at	309
M95549_at	158
M95610_at	208
M95623_cds1_at	7
M95678_at	216
M95712_at	24
M95787_at	196
M96326_rna1_at	326
M96803_at	130
M96859_at	31
M96982_at	275
M97287_at	130
M97815_at	4
M97856_at	133
M97925_rna1_at	120
M97936_at	305
M98045_at	290
M98539_at	8
M98776_rna1_at	8
M98833_at	296
M99063_at	152
M99701_at	37
S43646_at	84
S45630_at	154
S50223_at	239
S53911_at	168
S58733_at	152
S59049_at	152
S61953_at	195
S63912_at	34
S65583_rna1_at	22
S65738_at	318
S66431_at	241
S67070_at	43
S67325_at	107
S68616_at	38
S69115_at	139
S70609_at	15
S71824_at	14
S72008_at	223
S72487_at	156
S73591_at	273
S74017_at	107
S74221_at	286
S74445_at	13
S75168_rna1_at	123
S75463_at	222
S76617_at	297
S76965_at	149
S76992_at	5
S77356_at	270
S77576_at	80
S77763_at	16
S77812_at	2
S78085_at	13
S78187_at	44
S78296_at	53
S79639_at	54
S80335_at	247
S81003_at	133
S81439_at	79
S81914_at	306
S82470_at	215
S83364_at	319
S85655_at	190
S87759_at	16
S90469_at	34
U00115_at	248
U00672_at	248
U00921_at	105
U00943_at	54
U00952_at	66
U00968_at	214
U01038_at	62
U01147_at	48
U01212_at	126
U01317_cds6_at	307
U01824_at	14
U01923_at	185
U02020_at	312
U02031_at	194
U02081_at	248
U02310_at	112
U02493_at	273
U02556_at	141
U02570_at	94
U02619_at	42
U02687_at	297
U03057_at	328
U03090_at	305
U03105_at	231
U03270_at	158
U03272_at	153
U03398_at	10
U03642_at	64
U03851_at	185
U03891_at	251
U04811_at	28
U04898_at	302
U05237_at	281
U05259_rna1_at	278
U05340_at	285
U05659_at	168
U05875_at	207
U06088_at	192
U06631_at	138
U06681_at	200
U06863_at	114
U07132_at	168
U07158_at	209
U07223_at	28
U07358_at	13
U07418_at	230
U07424_at	138
U07550_at	186
U07563_cds1_at	301
U07664_at	19
U07681_at	73
U07695_at	126
U07802_at	277
U07857_at	274
U07919_at	152
U08316_at	204
U08336_at	198
U08815_at	187
U08989_at	302
U09117_at	20
U09196_at	166
U09284_at	194
U09303_at	55
U09410_at	46
U09564_at	286
U09578_at	195
U09579_at	184
U09607_at	45
U09770_at	318
U09825_at	61
U09848_at	71
U09850_at	113
U10117_at	104
U10323_at	274
U10324_at	241
U10362_at	192
U10439_at	130
U10485_at	291
U10492_at	29
U10686_at	119
U10868_at	164
U10991_at	195
U11732_at	109
U11791_at	141
U11870_rna1_at	245
U11872_at	56
U11877_at	302
U12139_at	153
U12255_at	169
U12779_at	38
U13395_at	18
U13666_at	155
U13695_at	295
U13706_at	33
U13737_at	243
U13991_at	135
U14193_at	135
U14391_at	81
U14417_at	164
U14575_at	142
U14588_at	36
U14603_at	274
U15009_at	228
U15085_at	278
U15128_at	192
U15173_at	107
U15177_at	40
U15552_at	180
U15555_at	304
U15782_at	99
U15932_at	249
U16031_at	148
U16127_at	3
U16282_at	83
U16306_at	312
U16660_at	185
U16954_at	188
U17163_at	14
U17327_at	246
U17418_at	247
U17579_rna1_at	54
U17886_at	145
U17894_at	62
U18009_at	228
U18062_at	231
U18242_at	286
U18291_at	296
U18548_at	58
U19261_at	36
U19796_at	59
U19948_at	82
U19977_at	84
U20158_at	73
U20285_at	94
U20325_at	4
U20350_at	149
U20428_at	205
U20582_at	29
U20647_at	28
U20657_at	208
U20908_at	59
U20979_at	47
U20998_at	278
U21049_at	303
U21090_at	242
U21551_at	195
U21931_at	21
U22055_at	221
U22526_at	192
U22897_at	138
U22963_at	83
U23143_at	46
U23803_at	36
U23946_at	72
U24105_at	170
U24152_at	40
U24169_at	300
U24266_at	243
U24576_at	301
U24704_at	238
U25029_at	299
U25165_at	228
U25182_at	243
U25265_at	79
U25435_at	188
U25750_at	19
U25849_at	284
U25956_at	149
U26648_at	287
U26710_at	297
U27831_at	21
U28131_at	251
U28368_at	301
U28386_at	285
U28686_at	175
U28687_at	52
U28811_at	144
U28831_at	143
U29091_at	306
U29171_at	167
U29195_at	302
U29607_at	273
U29615_at	244
U29680_at	312
U29700_at	9
U29953_rna1_at	148
U30255_at	210
U30521_at	278
U30825_at	221
U30872_at	76
U30888_at	124
U30999_at	246
U31099_at	244
U31176_at	83
U31382_at	150
U31383_at	185
U31384_at	112
U31501_at	17
U31814_at	284
U31875_at	85
U31930_at	221
U32519_at	70
U32645_at	304
U32680_at	86
U32849_at	180
U32944_at	280
U33053_at	319
U33147_at	54
U33286_at	293
U33429_at	305
U33821_at	216
U33822_at	300
U34252_at	186
U34605_at	243
U34877_at	197
U34880_at	55
U34962_at	2
U35048_at	284
U35113_at	190
U35451_at	238
U36221_at	18
U36764_at	131
U36798_at	29
U36922_at	290
U37012_at	94
U37022_rna1_at	71
U37122_at	94
U37219_at	62
U37248_at	243
U37251_at	84
U37352_at	297
U37408_at	283
U37518_at	305
U37519_at	14
U37547_at	191
U37689_at	42
U37707_at	18
U38175_at	192
U38268_at	48
U38846_at	276
U38847_at	287
U38980_at	128
U39317_at	176
U39400_at	69
U39412_at	203
U39573_at	248
U39905_at	83
U40282_at	87
U40343_at	176
U40369_rna1_at	321
U40391_rna1_at	92
U40434_at	303
U40462_at	295
U40490_at	85
U40714_at	15
U40990_at	12
U40998_at	21
U41344_at	246
U41387_at	180
U41515_at	186
U41635_at	170
U41668_at	239
U41813_at	309
U42031_at	295
U42408_at	303
U43030_at	9
U43077_at	214
U43083_at	155
U43148_at	64
U43177_at	52
U43286_at	180
U43519_at	194
U43522_at	211
U43527_at	19
U43586_at	304
U43899_at	194
U44059_at	38
U44772_at	320
U44839_at	218
U44975_at	270
U45285_at	315
U45955_at	301
U45976_at	249
U46194_at	199
U46499_at	311
U46569_at	11
U46571_at	72
U46692_rna1_at	327
U46751_at	329
U46901_at	308
U47101_at	229
U47334_at	115
U47414_at	145
U47621_at	192
U47634_at	21
U47635_at	48
U47742_at	132
U47927_at	143
U47931_at	63
U48251_at	288
U48296_at	59
U48405_at	121
U48408_at	61
U48437_at	11
U48861_at	302
U48959_at	302
U49070_at	67
U49089_at	1
U49188_at	296
U49250_at	113
U49278_at	252
U49352_at	189
U49395_at	95
U49436_at	74
U49785_at	175
U49837_at	1
U49844_at	298
U49857_at	111
U50078_at	190
U50136_rna1_at	269
U50315_at	321
U50523_at	330
U50535_at	90
U50553_at	32
U50733_at	178
U50743_at	27
U50928_at	298
U50939_at	186
U51004_at	219
U51127_at	169
U51166_at	299
U51240_at	331
U51269_at	232
U51334_at	91
U51432_at	190
U51477_at	97
U51478_at	170
U51586_at	294
U51587_at	193
U51678_at	177
U51903_at	138
U51990_at	189
U52101_at	330
U52112_rna5_at	62
U52426_at	67
U52427_rna1_at	278
U52513_at	198
U52518_at	302
U52522_at	90
U52682_at	300
U52830_at	1
U53003_at	297
U53209_at	173
U53786_at	78
U53830_at	146
U54778_at	221
U55258_at	150
U56244_at	13
U56417_at	126
U56418_at	211
U56637_at	275
U56816_at	123
U56833_at	237
U56998_at	246
U57094_at	309
U57316_at	6
U57342_at	217
U57450_at	115
U57592_at	253
U57650_at	169
U57911_at	301
U58048_at	90
U58087_at	138
U58089_at	181
U58130_at	82
U58681_at	257
U58766_at	42
U58970_at	89
U59302_at	26
U59309_at	238
U59321_at	234
U59423_at	299
U59736_at	5
U59878_at	316
U60115_at	281
U60269_cds3_at	55
U60325_at	104
U60644_at	311
U60800_at	301
U60975_at	94
U61145_at	189
U61166_at	115
U61234_at	103
U61263_at	86
U61836_at	307
U62136_at	295
U62317_rna7_at	244
U62433_at	196
U62962_at	274
U63455_at	153
U63541_at	6
U63743_at	26
U63825_at	68
U63842_at	119
U64105_at	130
U64675_at	194
U64998_at	304
U65093_at	321
U65402_at	63
U65579_at	190
U65581_at	169
U65676_at	302
U65785_at	132
U65928_at	239
U65932_at	290
U66048_at	113
U66059_cds7_at	10
U66406_at	55
U66464_at	186
U66468_at	307
U66559_at	14
U66615_at	96
U66616_at	70
U66618_at	88
U66838_at	210
U67171_at	97
U67674_at	81
U67963_at	212
U68018_at	108
U68019_at	305
U68063_at	279
U68142_at	138
U68233_at	6
U68485_at	68
U68494_at	248
U68566_at	279
U68723_at	188
U69141_at	189
U69546_at	135
U69645_at	71
U70063_at	305
U70321_at	91
U70322_at	141
U70323_at	70
U70426_at	2
U70451_at	95
U70660_at	104
U70663_at	304
U70671_at	174
U70732_rna1_at	246
U70735_at	132
U70867_at	204
U71088_at	55
U71364_at	303
U71598_at	245
U72206_at	128
U72342_at	294
U72507_at	301
U72508_at	26
U72511_at	171
U72515_at	248
U72517_at	129
U72621_at	303
U72661_at	306
U72761_at	146
U73167_cds5_at	240
U73328_at	205
U73377_at	192
U73379_at	129
U73737_at	297
U73799_at	303
U73824_at	274
U73960_at	306
U74667_at	199
U75362_at	30
U75370_at	240
U75679_at	142
U75968_at	65
U76010_at	61
U76272_at	244
U76421_at	302
U76638_at	188
U77396_at	312
U77413_at	298
U77456_at	294
U77718_at	176
U77735_at	198
